business_id,business_name,plan_tier,seats,mrr,signup_date,renewal_date,is_power_user_seed
BUS-000348,Summit Labs,Free,2,0.0,2024-06-28,2026-06-28,False
BUS-000349,Globex Bakery,Free,2,0.0,2025-01-06,2027-01-06,False
BUS-000350,Summit Bakery,Free,1,0.0,2024-01-25,2027-01-24,False
BUS-000351,Nova Partners,Mid,7,55.73,2025-02-06,2027-02-06,False
BUS-000352,Bright Partners,Free,3,0.0,2024-03-30,2027-03-30,False
BUS-000353,Initech Works,Mid,15,76.49,2025-02-11,2027-02-11,False
BUS-000354,Umbra Trading,Free,2,0.0,2025-11-26,2026-11-26,False
BUS-000355,Iron Bakery,Mid,17,65.38,2025-07-02,2026-07-02,True
BUS-000356,Iron Trading,Mid,14,70.82,2025-10-30,2026-10-30,False
BUS-000357,Iron Trading,Free,3,0.0,2024-01-05,2027-01-04,False
BUS-000358,Acme Retail,Mid,13,86.48,2026-03-21,2027-03-21,False
BUS-000359,Globex Logistics,Mid,3,59.66,2025-12-25,2026-12-25,False
BUS-000360,Vertex Studios,Premium,70,169.04,2024-01-18,2027-01-17,False
BUS-000361,Apex Works,Mid,14,75.21,2023-12-26,2026-12-25,False
BUS-000362,Pioneer Bakery,Premium,58,375.39,2025-08-05,2026-08-05,False
BUS-000363,Nova Foods,Free,3,0.0,2024-02-20,2027-02-19,False
BUS-000364,Bright Supply,Mid,15,31.59,2024-08-31,2026-08-31,False
BUS-000365,Umbra Trading,Mid,6,62.24,2025-06-21,2026-06-21,False
BUS-000366,Initech Bakery,Mid,9,73.04,2026-04-02,2027-04-02,False
BUS-000367,Globex Supply,Mid,10,71.84,2026-01-25,2027-01-25,False
BUS-000368,Globex Studios,Free,3,0.0,2025-02-14,2027-02-14,False
BUS-000369,Harbor Media,Free,2,0.0,2025-01-10,2027-01-10,False
BUS-000370,Quantum Group,Free,1,0.0,2023-06-02,2027-06-01,False
BUS-000371,Bright Partners,Free,1,0.0,2025-05-11,2027-05-11,False
BUS-000372,Harbor Group,Free,2,0.0,2024-03-15,2027-03-15,False
BUS-000373,Vertex Partners,Free,2,0.0,2024-03-25,2027-03-25,False
BUS-000374,Nova Works,Free,1,0.0,2024-08-27,2026-08-27,False
BUS-000375,Nova Supply,Premium,81,397.61,2024-01-02,2027-01-01,False
BUS-000376,Initech Works,Free,1,0.0,2024-06-27,2026-06-27,False
BUS-000377,Apex Trading,Mid,4,67.49,2025-04-09,2027-04-09,True
BUS-000378,Cobalt Retail,Premium,34,632.79,2025-02-14,2027-02-14,False
BUS-000379,Stellar Retail,Premium,52,331.91,2026-04-03,2027-04-03,False
BUS-000380,Quantum Retail,Premium,25,598.13,2023-08-28,2026-08-27,False
BUS-000381,Summit Supply,Free,1,0.0,2024-07-15,2026-07-15,False
BUS-000382,Summit Builders,Free,3,0.0,2024-04-29,2027-04-29,False
BUS-000383,Umbra Partners,Free,2,0.0,2023-09-23,2026-09-22,False
BUS-000384,Globex Foods,Mid,8,94.0,2024-04-05,2027-04-05,False
BUS-000385,Stellar Media,Mid,3,48.25,2023-12-31,2026-12-30,False
BUS-000386,Cobalt Media,Free,3,0.0,2024-12-17,2026-12-17,False
BUS-000387,Iron Consulting,Free,2,0.0,2023-08-04,2026-08-03,False
BUS-000388,Globex Trading,Mid,8,41.85,2023-08-08,2026-08-07,False
BUS-000389,Bright Studios,Mid,4,96.16,2026-01-25,2027-01-25,False
BUS-000390,Iron Auto,Mid,6,34.76,2025-06-29,2026-06-29,True
BUS-000391,Cobalt Labs,Free,3,0.0,2023-08-19,2026-08-18,False
BUS-000392,Acme Labs,Free,3,0.0,2024-01-13,2027-01-12,False
BUS-000393,Acme Group,Free,2,0.0,2024-09-24,2026-09-24,False
BUS-000394,Quantum Retail,Mid,17,42.55,2025-10-19,2026-10-19,False
BUS-000395,Initech Auto,Mid,7,87.07,2024-11-03,2026-11-03,False
BUS-000396,Summit Logistics,Premium,68,489.0,2025-01-27,2027-01-27,False
BUS-000397,Apex Supply,Mid,16,75.49,2026-03-01,2027-03-01,True
BUS-000398,Bright Media,Mid,3,74.57,2025-05-19,2027-05-19,True
BUS-000399,Cobalt Builders,Mid,16,98.17,2026-02-06,2027-02-06,False
BUS-000400,Globex Consulting,Free,1,0.0,2024-10-07,2026-10-07,False
BUS-000401,Nova Supply,Premium,50,159.39,2025-03-06,2027-03-06,False
BUS-000402,Apex Media,Premium,48,247.47,2024-12-28,2026-12-28,False
BUS-000403,Initech Auto,Free,3,0.0,2025-07-22,2026-07-22,False
BUS-000404,Initech Media,Free,2,0.0,2025-01-14,2027-01-14,False
BUS-000405,Harbor Labs,Mid,12,96.84,2024-02-12,2027-02-11,False
BUS-000406,Apex Group,Mid,15,99.48,2023-08-04,2026-08-03,False
BUS-000407,Initech Health,Free,3,0.0,2024-03-17,2027-03-17,False
BUS-000408,Nova Supply,Mid,14,35.15,2024-11-02,2026-11-02,True
BUS-000409,Acme Health,Free,1,0.0,2025-10-29,2026-10-29,False
BUS-000410,Nova Logistics,Free,2,0.0,2025-10-07,2026-10-07,False
BUS-000411,Bright Bakery,Free,2,0.0,2023-06-20,2026-06-19,False
BUS-000412,Harbor Supply,Free,2,0.0,2025-10-26,2026-10-26,False
BUS-000413,Initech Foods,Free,2,0.0,2024-03-01,2027-03-01,False
BUS-000414,Summit Builders,Mid,5,77.97,2025-05-22,2027-05-22,True
BUS-000415,Bright Builders,Free,1,0.0,2025-05-27,2027-05-27,False
BUS-000416,Pioneer Builders,Free,2,0.0,2025-11-28,2026-11-28,False
BUS-000417,Iron Bakery,Premium,90,447.48,2025-03-30,2027-03-30,False
BUS-000418,Harbor Supply,Free,1,0.0,2024-02-14,2027-02-13,False
BUS-000419,Nova Health,Mid,8,60.82,2023-12-05,2026-12-04,False
BUS-000420,Cobalt Media,Free,3,0.0,2025-03-19,2027-03-19,False
BUS-000421,Summit Partners,Free,2,0.0,2024-07-20,2026-07-20,False
BUS-000422,Apex Auto,Premium,41,345.53,2024-10-07,2026-10-07,False
BUS-000423,Vertex Labs,Free,3,0.0,2025-03-21,2027-03-21,False
BUS-000424,Iron Health,Premium,69,715.78,2025-03-01,2027-03-01,False
BUS-000425,Nova Health,Mid,4,87.33,2024-01-18,2027-01-17,False
BUS-000426,Bright Supply,Free,3,0.0,2025-06-23,2026-06-23,False
BUS-000427,Apex Group,Free,3,0.0,2023-08-27,2026-08-26,False
BUS-000428,Umbra Foods,Free,2,0.0,2025-11-11,2026-11-11,False
BUS-000429,Apex Media,Mid,8,41.64,2026-02-03,2027-02-03,False
BUS-000430,Cedar Foods,Premium,65,213.57,2025-10-15,2026-10-15,False
BUS-000431,Iron Auto,Free,3,0.0,2025-02-06,2027-02-06,False
BUS-000432,Nova Auto,Free,3,0.0,2023-07-15,2026-07-14,False
BUS-000433,Initech Bakery,Premium,71,212.73,2024-01-04,2027-01-03,False
BUS-000434,Stellar Partners,Mid,14,39.92,2024-08-04,2026-08-04,False
BUS-000435,Iron Media,Free,1,0.0,2023-11-19,2026-11-18,False
BUS-000436,Acme Media,Free,1,0.0,2025-09-11,2026-09-11,False
BUS-000437,Vertex Media,Mid,13,86.0,2024-12-21,2026-12-21,False
BUS-000438,Vertex Group,Mid,10,46.23,2024-01-26,2027-01-25,False
BUS-000439,Iron Group,Free,3,0.0,2025-03-26,2027-03-26,False
BUS-000440,Stellar Builders,Free,3,0.0,2025-02-19,2027-02-19,False
BUS-000441,Vertex Auto,Mid,15,85.72,2025-10-08,2026-10-08,False
BUS-000442,Cedar Partners,Free,2,0.0,2025-09-13,2026-09-13,False
BUS-000443,Apex Supply,Free,3,0.0,2024-08-01,2026-08-01,False
BUS-000444,Summit Logistics,Mid,8,54.64,2023-10-10,2026-10-09,False
BUS-000445,Pioneer Studios,Mid,8,38.25,2024-08-17,2026-08-17,True
BUS-000446,Apex Group,Free,2,0.0,2025-07-26,2026-07-26,False
BUS-000447,Vertex Partners,Free,3,0.0,2025-05-15,2027-05-15,False
BUS-000448,Iron Trading,Free,1,0.0,2024-07-29,2026-07-29,False
BUS-000449,Apex Partners,Premium,11,440.77,2025-03-31,2027-03-31,False
BUS-000450,Iron Partners,Free,2,0.0,2024-01-04,2027-01-03,False
BUS-000451,Quantum Health,Free,3,0.0,2026-03-02,2027-03-02,False
BUS-000452,Vertex Works,Free,1,0.0,2024-09-20,2026-09-20,False
BUS-000453,Umbra Builders,Mid,15,83.61,2023-06-23,2026-06-22,True
BUS-000454,Iron Retail,Mid,16,99.36,2026-02-08,2027-02-08,False
BUS-000455,Summit Trading,Premium,23,591.59,2024-12-14,2026-12-14,False
BUS-000456,Iron Bakery,Free,2,0.0,2025-11-07,2026-11-07,False
BUS-000457,Bright Consulting,Mid,6,44.69,2024-05-16,2027-05-16,False
BUS-000458,Pioneer Builders,Mid,15,44.46,2025-03-07,2027-03-07,False
BUS-000459,Cedar Bakery,Mid,5,52.66,2024-09-12,2026-09-12,False
BUS-000460,Cedar Studios,Free,2,0.0,2026-01-03,2027-01-03,False
BUS-000461,Apex Partners,Mid,5,47.48,2024-07-14,2026-07-14,False
BUS-000462,Bright Supply,Free,3,0.0,2024-10-31,2026-10-31,False
BUS-000463,Apex Builders,Free,3,0.0,2025-10-26,2026-10-26,False
BUS-000464,Acme Logistics,Mid,17,55.83,2023-08-09,2026-08-08,False
BUS-000465,Apex Retail,Mid,10,74.44,2024-05-01,2027-05-01,False
BUS-000466,Summit Media,Premium,37,446.83,2024-07-12,2026-07-12,False
BUS-000467,Harbor Trading,Free,1,0.0,2023-08-15,2026-08-14,False
BUS-000468,Acme Bakery,Free,3,0.0,2023-10-06,2026-10-05,False
BUS-000469,Bright Retail,Premium,30,414.77,2026-05-03,2027-05-03,False
BUS-000470,Vertex Builders,Premium,26,679.29,2024-08-24,2026-08-24,False
BUS-000471,Initech Auto,Free,2,0.0,2024-12-08,2026-12-08,False
BUS-000472,Quantum Group,Mid,13,41.59,2024-02-13,2027-02-12,False
BUS-000473,Nova Foods,Mid,14,36.66,2025-02-21,2027-02-21,False
BUS-000474,Acme Media,Free,2,0.0,2026-04-15,2027-04-15,False
BUS-000475,Quantum Supply,Mid,16,59.56,2025-08-07,2026-08-07,False
BUS-000476,Harbor Auto,Free,1,0.0,2025-10-05,2026-10-05,False
BUS-000477,Nova Logistics,Premium,27,379.63,2025-08-05,2026-08-05,False
BUS-000478,Iron Auto,Free,1,0.0,2025-06-02,2027-06-02,False
BUS-000479,Iron Retail,Mid,13,82.38,2024-01-12,2027-01-11,False
BUS-000480,Umbra Supply,Free,1,0.0,2025-07-22,2026-07-22,False
BUS-000481,Nova Foods,Free,2,0.0,2024-07-29,2026-07-29,False
BUS-000482,Summit Labs,Free,1,0.0,2024-12-12,2026-12-12,False
BUS-000483,Stellar Supply,Mid,13,91.31,2025-03-10,2027-03-10,False
BUS-000484,Cobalt Supply,Free,1,0.0,2024-12-30,2026-12-30,False
BUS-000485,Acme Auto,Free,2,0.0,2025-12-10,2026-12-10,False
BUS-000486,Pioneer Consulting,Premium,26,382.1,2023-12-25,2026-12-24,False
BUS-000487,Stellar Trading,Mid,15,35.11,2025-12-17,2026-12-17,True
BUS-000488,Bright Group,Premium,60,453.97,2023-07-13,2026-07-12,False
BUS-000489,Summit Logistics,Mid,4,74.84,2025-06-26,2026-06-26,False
BUS-000490,Harbor Supply,Free,1,0.0,2025-06-20,2026-06-20,False
BUS-000491,Bright Foods,Mid,15,88.42,2025-12-20,2026-12-20,False
BUS-000492,Umbra Works,Free,1,0.0,2023-11-27,2026-11-26,False
BUS-000493,Nova Labs,Mid,3,51.65,2025-05-10,2027-05-10,True
BUS-000494,Cedar Consulting,Free,2,0.0,2023-05-29,2027-05-28,False
BUS-000495,Umbra Labs,Free,3,0.0,2024-10-31,2026-10-31,False
BUS-000496,Initech Builders,Free,2,0.0,2024-10-24,2026-10-24,False
BUS-000497,Pioneer Trading,Mid,12,73.93,2023-07-23,2026-07-22,False
BUS-000498,Pioneer Consulting,Free,3,0.0,2025-05-28,2027-05-28,False
BUS-000499,Quantum Labs,Free,1,0.0,2025-09-10,2026-09-10,False
BUS-000500,Globex Partners,Free,1,0.0,2024-12-20,2026-12-20,False
BUS-000501,Globex Group,Free,1,0.0,2025-05-03,2027-05-03,False
BUS-000502,Harbor Builders,Free,1,0.0,2024-01-03,2027-01-02,False
BUS-000503,Globex Consulting,Mid,12,56.1,2023-07-11,2026-07-10,False
BUS-000504,Apex Logistics,Free,3,0.0,2026-01-30,2027-01-30,False
BUS-000505,Harbor Logistics,Premium,46,614.12,2024-08-06,2026-08-06,False
BUS-000506,Summit Foods,Mid,3,55.82,2024-09-14,2026-09-14,False
BUS-000507,Stellar Foods,Free,3,0.0,2023-07-29,2026-07-28,False
BUS-000508,Quantum Auto,Free,2,0.0,2026-03-17,2027-03-17,False
BUS-000509,Apex Health,Mid,14,91.4,2024-06-17,2026-06-17,True
BUS-000510,Bright Partners,Free,3,0.0,2025-01-02,2027-01-02,False
BUS-000511,Globex Foods,Premium,28,576.99,2025-10-26,2026-10-26,False
BUS-000512,Iron Logistics,Premium,76,397.83,2024-04-02,2027-04-02,False
BUS-000513,Globex Group,Mid,11,39.35,2024-02-17,2027-02-16,True
BUS-000514,Apex Media,Mid,5,46.57,2024-11-16,2026-11-16,False
BUS-000515,Initech Retail,Free,2,0.0,2025-01-11,2027-01-11,False
BUS-000516,Nova Bakery,Free,3,0.0,2025-09-23,2026-09-23,False
BUS-000517,Bright Bakery,Free,2,0.0,2024-07-30,2026-07-30,False
BUS-000518,Summit Works,Free,1,0.0,2023-10-22,2026-10-21,False
BUS-000519,Vertex Health,Free,1,0.0,2025-10-31,2026-10-31,False
BUS-000520,Harbor Studios,Mid,14,72.23,2025-02-18,2027-02-18,False
BUS-000521,Apex Trading,Free,1,0.0,2024-05-06,2027-05-06,False
BUS-000522,Apex Works,Mid,7,87.41,2025-05-13,2027-05-13,True
BUS-000523,Nova Bakery,Mid,11,47.49,2023-10-01,2026-09-30,True
BUS-000524,Stellar Supply,Free,1,0.0,2025-08-10,2026-08-10,False
BUS-000525,Cedar Logistics,Free,3,0.0,2025-11-13,2026-11-13,False
BUS-000526,Iron Studios,Free,1,0.0,2025-03-26,2027-03-26,False
BUS-000527,Globex Works,Free,2,0.0,2025-08-27,2026-08-27,False
BUS-000528,Apex Partners,Free,3,0.0,2023-11-29,2026-11-28,False
BUS-000529,Vertex Auto,Free,3,0.0,2023-12-13,2026-12-12,False
BUS-000530,Cedar Works,Free,1,0.0,2024-10-18,2026-10-18,False
BUS-000531,Summit Partners,Premium,14,518.46,2024-12-17,2026-12-17,False
BUS-000532,Globex Logistics,Free,3,0.0,2023-08-27,2026-08-26,False
BUS-000533,Stellar Foods,Free,1,0.0,2023-12-28,2026-12-27,False
BUS-000534,Pioneer Partners,Mid,15,68.06,2026-03-26,2027-03-26,False
BUS-000535,Harbor Supply,Free,2,0.0,2024-05-30,2027-05-30,False
BUS-000536,Quantum Labs,Free,1,0.0,2024-07-20,2026-07-20,False
BUS-000537,Pioneer Foods,Premium,45,185.15,2023-09-11,2026-09-10,False
BUS-000538,Cedar Trading,Premium,22,298.71,2024-12-27,2026-12-27,False
BUS-000539,Vertex Consulting,Mid,6,70.3,2024-02-29,2027-02-28,False
BUS-000540,Acme Auto,Free,2,0.0,2024-04-30,2027-04-30,False
BUS-000541,Cobalt Health,Premium,82,235.26,2025-04-14,2027-04-14,False
BUS-000542,Globex Foods,Free,1,0.0,2025-11-01,2026-11-01,False
BUS-000543,Stellar Studios,Mid,3,66.85,2026-05-03,2027-05-03,False
BUS-000544,Globex Labs,Free,1,0.0,2024-07-11,2026-07-11,False
BUS-000545,Umbra Auto,Free,3,0.0,2025-07-18,2026-07-18,False
BUS-000546,Umbra Media,Premium,57,572.72,2024-02-14,2027-02-13,False
BUS-000547,Bright Partners,Free,1,0.0,2025-06-16,2026-06-16,False
BUS-000548,Vertex Supply,Mid,5,79.5,2024-05-04,2027-05-04,False
BUS-000549,Nova Consulting,Free,3,0.0,2024-09-08,2026-09-08,False
BUS-000550,Globex Consulting,Mid,14,96.41,2024-02-23,2027-02-22,False
BUS-000551,Umbra Partners,Mid,17,86.62,2025-02-06,2027-02-06,False
BUS-000552,Quantum Auto,Free,3,0.0,2025-11-26,2026-11-26,False
BUS-000553,Harbor Works,Premium,31,531.71,2025-11-04,2026-11-04,False
BUS-000554,Initech Auto,Free,1,0.0,2024-12-09,2026-12-09,False
BUS-000555,Globex Supply,Free,1,0.0,2026-05-02,2027-05-02,False
BUS-000556,Bright Partners,Free,2,0.0,2025-05-29,2027-05-29,False
BUS-000557,Cobalt Foods,Premium,54,477.61,2025-10-09,2026-10-09,False
BUS-000558,Summit Labs,Free,1,0.0,2026-02-25,2027-02-25,False
BUS-000559,Harbor Consulting,Free,1,0.0,2025-12-04,2026-12-04,False
BUS-000560,Harbor Partners,Premium,30,589.19,2025-10-26,2026-10-26,False
BUS-000561,Bright Consulting,Mid,9,95.97,2025-06-01,2027-06-01,False
BUS-000562,Stellar Group,Free,2,0.0,2025-03-10,2027-03-10,False
BUS-000563,Summit Foods,Mid,14,94.79,2024-11-07,2026-11-07,False
BUS-000564,Nova Trading,Free,2,0.0,2023-08-03,2026-08-02,False
BUS-000565,Summit Partners,Free,2,0.0,2025-11-06,2026-11-06,False
BUS-000566,Vertex Health,Free,1,0.0,2025-03-07,2027-03-07,False
BUS-000567,Apex Partners,Premium,70,656.26,2024-08-11,2026-08-11,False
BUS-000568,Initech Supply,Free,3,0.0,2024-11-08,2026-11-08,False
BUS-000569,Vertex Works,Free,2,0.0,2024-04-08,2027-04-08,False
BUS-000570,Cedar Foods,Free,2,0.0,2023-09-25,2026-09-24,False
BUS-000571,Pioneer Group,Mid,12,34.31,2025-10-18,2026-10-18,True
BUS-000572,Apex Group,Premium,85,286.51,2025-12-31,2026-12-31,False
BUS-000573,Quantum Partners,Premium,97,670.14,2023-09-05,2026-09-04,False
BUS-000574,Nova Bakery,Free,2,0.0,2026-02-22,2027-02-22,False
BUS-000575,Stellar Retail,Premium,67,253.73,2025-05-27,2027-05-27,False
BUS-000576,Bright Retail,Free,2,0.0,2025-11-25,2026-11-25,False
BUS-000577,Harbor Logistics,Premium,90,238.73,2024-11-22,2026-11-22,False
BUS-000578,Harbor Builders,Free,3,0.0,2024-02-11,2027-02-10,False
BUS-000579,Bright Bakery,Free,1,0.0,2023-05-30,2027-05-29,False
BUS-000580,Umbra Bakery,Free,1,0.0,2025-10-11,2026-10-11,False
BUS-000581,Cedar Supply,Mid,16,67.49,2024-05-30,2027-05-30,False
BUS-000582,Apex Studios,Mid,12,72.63,2026-02-17,2027-02-17,False
BUS-000583,Harbor Foods,Mid,13,78.56,2026-02-14,2027-02-14,False
BUS-000584,Pioneer Labs,Free,2,0.0,2024-10-31,2026-10-31,False
BUS-000585,Cedar Partners,Free,2,0.0,2024-08-06,2026-08-06,False
BUS-000586,Nova Health,Premium,97,208.93,2025-01-23,2027-01-23,False
BUS-000587,Cedar Group,Premium,66,614.42,2024-07-16,2026-07-16,False
BUS-000588,Bright Partners,Mid,4,43.16,2025-02-26,2027-02-26,False
BUS-000589,Vertex Logistics,Mid,16,56.17,2026-01-09,2027-01-09,False
BUS-000590,Nova Labs,Free,3,0.0,2024-01-29,2027-01-28,False
BUS-000591,Quantum Trading,Free,1,0.0,2026-01-06,2027-01-06,False
BUS-000592,Cedar Auto,Free,2,0.0,2025-03-23,2027-03-23,False
BUS-000593,Quantum Auto,Mid,11,57.79,2025-08-24,2026-08-24,False
BUS-000594,Cobalt Auto,Free,2,0.0,2025-05-06,2027-05-06,False
BUS-000595,Summit Labs,Free,2,0.0,2025-10-31,2026-10-31,False
BUS-000596,Quantum Foods,Free,1,0.0,2025-02-20,2027-02-20,False
BUS-000597,Acme Partners,Mid,7,75.61,2023-06-18,2026-06-17,True
BUS-000598,Quantum Builders,Premium,92,253.92,2026-04-17,2027-04-17,False
BUS-000599,Apex Auto,Mid,7,79.89,2024-10-18,2026-10-18,False
BUS-000600,Summit Supply,Free,1,0.0,2023-09-22,2026-09-21,False
BUS-000601,Summit Health,Mid,3,65.81,2024-03-29,2027-03-29,False
BUS-000602,Cedar Builders,Mid,10,34.47,2024-10-15,2026-10-15,False
BUS-000603,Quantum Trading,Mid,17,75.6,2025-04-14,2027-04-14,True
BUS-000604,Nova Labs,Mid,15,86.7,2024-01-28,2027-01-27,False
BUS-000605,Globex Retail,Mid,7,48.16,2023-12-29,2026-12-28,False
BUS-000606,Cobalt Auto,Free,3,0.0,2025-02-03,2027-02-03,False
BUS-000607,Summit Bakery,Free,1,0.0,2025-04-29,2027-04-29,False
BUS-000608,Vertex Media,Free,3,0.0,2024-11-21,2026-11-21,False
BUS-000609,Harbor Auto,Mid,6,54.87,2024-08-14,2026-08-14,False
BUS-000610,Umbra Partners,Free,2,0.0,2023-09-28,2026-09-27,False
BUS-000611,Cobalt Retail,Free,3,0.0,2025-12-10,2026-12-10,False
BUS-000612,Summit Group,Free,3,0.0,2024-03-14,2027-03-14,False
BUS-000613,Stellar Media,Free,1,0.0,2025-07-27,2026-07-27,False
BUS-000614,Nova Media,Free,3,0.0,2023-10-10,2026-10-09,False
BUS-000615,Harbor Consulting,Premium,33,617.36,2023-08-10,2026-08-09,False
BUS-000616,Iron Builders,Free,1,0.0,2026-04-25,2027-04-25,False
BUS-000617,Cobalt Logistics,Free,1,0.0,2025-06-14,2026-06-14,False
BUS-000618,Apex Group,Free,2,0.0,2023-12-07,2026-12-06,False
BUS-000619,Pioneer Labs,Premium,59,152.8,2025-03-22,2027-03-22,False
BUS-000620,Quantum Foods,Premium,77,264.35,2026-04-26,2027-04-26,False
BUS-000621,Summit Consulting,Mid,8,51.85,2025-10-06,2026-10-06,False
BUS-000622,Summit Works,Free,1,0.0,2024-09-01,2026-09-01,False
BUS-000623,Nova Media,Mid,12,66.69,2023-11-28,2026-11-27,False
BUS-000624,Vertex Supply,Premium,72,365.55,2025-04-14,2027-04-14,False
BUS-000625,Stellar Labs,Free,1,0.0,2025-08-09,2026-08-09,False
BUS-000626,Cedar Trading,Mid,5,38.62,2026-02-17,2027-02-17,False
BUS-000627,Umbra Group,Mid,3,76.34,2026-03-25,2027-03-25,True
BUS-000628,Cobalt Studios,Free,1,0.0,2024-12-03,2026-12-03,False
BUS-000629,Summit Group,Free,3,0.0,2026-04-15,2027-04-15,False
BUS-000630,Umbra Bakery,Mid,13,66.42,2025-07-28,2026-07-28,False
BUS-000631,Stellar Retail,Free,1,0.0,2023-07-20,2026-07-19,False
BUS-000632,Bright Health,Mid,16,66.62,2025-03-17,2027-03-17,False
BUS-000633,Stellar Partners,Free,3,0.0,2023-07-23,2026-07-22,False
BUS-000634,Initech Bakery,Free,1,0.0,2026-04-08,2027-04-08,False
BUS-000635,Initech Bakery,Mid,13,64.59,2025-11-01,2026-11-01,False
BUS-000636,Cedar Works,Premium,92,288.7,2024-09-05,2026-09-05,False
BUS-000637,Summit Auto,Free,1,0.0,2026-02-13,2027-02-13,False
BUS-000638,Globex Labs,Mid,8,59.82,2025-09-09,2026-09-09,True
BUS-000639,Pioneer Works,Premium,94,538.32,2024-06-30,2026-06-30,False
BUS-000640,Pioneer Media,Premium,44,677.09,2025-10-26,2026-10-26,False
BUS-000641,Iron Builders,Free,2,0.0,2024-02-05,2027-02-04,False
BUS-000642,Vertex Bakery,Mid,14,89.55,2023-12-23,2026-12-22,False
BUS-000643,Vertex Bakery,Free,3,0.0,2026-01-04,2027-01-04,False
BUS-000644,Iron Consulting,Free,3,0.0,2023-08-20,2026-08-19,False
BUS-000645,Nova Partners,Mid,15,55.1,2026-03-06,2027-03-06,False
BUS-000646,Globex Logistics,Premium,24,682.56,2023-11-14,2026-11-13,False
BUS-000647,Quantum Media,Free,2,0.0,2026-04-09,2027-04-09,False
BUS-000648,Bright Foods,Free,3,0.0,2025-10-21,2026-10-21,False
BUS-000649,Nova Trading,Free,3,0.0,2024-03-07,2027-03-07,False
BUS-000650,Cobalt Partners,Free,1,0.0,2023-07-04,2026-07-03,False
BUS-000651,Quantum Media,Premium,19,600.86,2024-07-17,2026-07-17,False
BUS-000652,Apex Foods,Premium,16,454.16,2024-03-20,2027-03-20,False
BUS-000653,Initech Partners,Free,2,0.0,2023-10-30,2026-10-29,False
BUS-000654,Acme Bakery,Free,1,0.0,2023-07-21,2026-07-20,False
BUS-000655,Initech Health,Free,1,0.0,2026-05-04,2027-05-04,False
BUS-000656,Harbor Auto,Premium,81,274.11,2023-10-13,2026-10-12,False
BUS-000657,Cobalt Auto,Mid,16,45.6,2023-10-17,2026-10-16,False
BUS-000658,Pioneer Health,Mid,4,36.82,2025-02-04,2027-02-04,True
BUS-000659,Globex Consulting,Free,2,0.0,2025-09-29,2026-09-29,False
BUS-000660,Umbra Builders,Free,3,0.0,2024-01-17,2027-01-16,False
BUS-000661,Stellar Media,Mid,6,38.45,2024-02-20,2027-02-19,False
BUS-000662,Umbra Works,Free,2,0.0,2026-01-29,2027-01-29,False
BUS-000663,Nova Partners,Free,3,0.0,2023-07-07,2026-07-06,False
BUS-000664,Bright Partners,Free,3,0.0,2026-01-25,2027-01-25,False
BUS-000665,Nova Bakery,Premium,32,565.09,2025-05-14,2027-05-14,False
BUS-000666,Apex Group,Free,3,0.0,2024-07-14,2026-07-14,False
BUS-000667,Apex Media,Premium,98,607.42,2024-10-21,2026-10-21,False
BUS-000668,Bright Health,Premium,67,632.88,2025-07-26,2026-07-26,False
BUS-000669,Summit Auto,Mid,11,90.25,2025-02-13,2027-02-13,False
BUS-000670,Harbor Bakery,Premium,26,738.8,2025-05-05,2027-05-05,False
BUS-000671,Summit Group,Mid,11,63.63,2024-01-01,2026-12-31,False
BUS-000672,Globex Retail,Mid,11,37.45,2024-03-15,2027-03-15,True
BUS-000673,Cedar Studios,Free,1,0.0,2024-09-25,2026-09-25,False
BUS-000674,Globex Auto,Mid,14,84.91,2025-03-13,2027-03-13,False
BUS-000675,Apex Foods,Mid,4,73.13,2025-01-30,2027-01-30,False
BUS-000676,Globex Supply,Free,3,0.0,2024-09-22,2026-09-22,False
BUS-000677,Globex Labs,Free,3,0.0,2024-08-02,2026-08-02,False
